Name,Movies,Number of Movies,Url
Paul Gleason,['Piège de cristal'],1,https://imdb.com/name/nm0322339?ref_=tt_cl_t_5
De'voreaux White,['Piège de cristal'],1,https://imdb.com/name/nm0924636?ref_=tt_cl_t_6
William Atherton,['Piège de cristal'],1,https://imdb.com/name/nm0040472?ref_=tt_cl_t_7
Hart Bochner,['Piège de cristal'],1,https://imdb.com/name/nm0000952?ref_=tt_cl_t_8
James Shigeta,['Piège de cristal'],1,https://imdb.com/name/nm0793363?ref_=tt_cl_t_9
Alexander Godunov,['Piège de cristal'],1,https://imdb.com/name/nm0324231?ref_=tt_cl_t_10
Lubna Azabal,['Incendies'],1,https://imdb.com/name/nm0044073?ref_=tt_cl_t_1
Mélissa Désormeaux-Poulin,['Incendies'],1,https://imdb.com/name/nm0246386?ref_=tt_cl_t_2
Maxim Gaudette,['Incendies'],1,https://imdb.com/name/nm0309945?ref_=tt_cl_t_3
Mustafa Kamel,['Incendies'],1,https://imdb.com/name/nm1323233?ref_=tt_cl_t_4
Hussein Sami,['Incendies'],1,https://imdb.com/name/nm4841645?ref_=tt_cl_t_5
Rémy Girard,['Incendies'],1,https://imdb.com/name/nm0320721?ref_=tt_cl_t_6
Dominique Briand,['Incendies'],1,https://imdb.com/name/nm0108436?ref_=tt_cl_t_7
Frédéric Paquet,['Incendies'],1,https://imdb.com/name/nm1840093?ref_=tt_cl_t_8
Hamed Najem,['Incendies'],1,https://imdb.com/name/nm4841157?ref_=tt_cl_t_9
Ahmad Massad,['Incendies'],1,https://imdb.com/name/nm4655454?ref_=tt_cl_t_10
Sean Connery,['Indiana Jones et la dernière croisade'],1,https://imdb.com/name/nm0000125?ref_=tt_cl_t_2
Alison Doody,['Indiana Jones et la dernière croisade'],1,https://imdb.com/name/nm0233145?ref_=tt_cl_t_3
Julian Glover,['Indiana Jones et la dernière croisade'],1,https://imdb.com/name/nm0002103?ref_=tt_cl_t_6
River Phoenix,"['Indiana Jones et la dernière croisade', 'Stand by Me : Compte sur moi']",2,https://imdb.com/name/nm0000203?ref_=tt_cl_t_7
Michael Byrne,['Indiana Jones et la dernière croisade'],1,https://imdb.com/name/nm0126250?ref_=tt_cl_t_8
Kevork Malikyan,['Indiana Jones et la dernière croisade'],1,https://imdb.com/name/nm0539616?ref_=tt_cl_t_9
Robert Eddison,['Indiana Jones et la dernière croisade'],1,https://imdb.com/name/nm0248848?ref_=tt_cl_t_10
Lamberto Maggiorani,['Voleur de bicyclette'],1,https://imdb.com/name/nm0536009?ref_=tt_cl_t_1
Enzo Staiola,['Voleur de bicyclette'],1,https://imdb.com/name/nm0821543?ref_=tt_cl_t_2
Lianella Carell,['Voleur de bicyclette'],1,https://imdb.com/name/nm0136794?ref_=tt_cl_t_3
Elena Altieri,['Voleur de bicyclette'],1,https://imdb.com/name/nm0022821?ref_=tt_cl_t_4
Gino Saltamerenda,['Voleur de bicyclette'],1,https://imdb.com/name/nm0759031?ref_=tt_cl_t_5
Giulio Chiari,['Voleur de bicyclette'],1,https://imdb.com/name/nm0157058?ref_=tt_cl_t_6
Vittorio Antonucci,['Voleur de bicyclette'],1,https://imdb.com/name/nm0031509?ref_=tt_cl_t_7
Michele Sakara,['Voleur de bicyclette'],1,https://imdb.com/name/nm0757129?ref_=tt_cl_t_8
Fausto Guerzoni,['Voleur de bicyclette'],1,https://imdb.com/name/nm0346358?ref_=tt_cl_t_9
Emma Druetti,['Voleur de bicyclette'],1,https://imdb.com/name/nm0238494?ref_=tt_cl_t_10
Dean-Charles Chapman,['1917'],1,https://imdb.com/name/nm2835616?ref_=tt_cl_t_1
George MacKay,['1917'],1,https://imdb.com/name/nm1126657?ref_=tt_cl_t_2
Daniel Mays,['1917'],1,https://imdb.com/name/nm0990547?ref_=tt_cl_t_3
Colin Firth,['1917'],1,https://imdb.com/name/nm0000147?ref_=tt_cl_t_4
Pip Carter,['1917'],1,https://imdb.com/name/nm2553988?ref_=tt_cl_t_5
Andy Apollo,['1917'],1,https://imdb.com/name/nm5121393?ref_=tt_cl_t_6
Paul Tinto,['1917'],1,https://imdb.com/name/nm4078775?ref_=tt_cl_t_7
Josef Davies,['1917'],1,https://imdb.com/name/nm6919812?ref_=tt_cl_t_8
Billy Postlethwaite,['1917'],1,https://imdb.com/name/nm5037475?ref_=tt_cl_t_9
Gabriel Akuwudike,['1917'],1,https://imdb.com/name/nm9419368?ref_=tt_cl_t_10
Darsheel Safary,['Taare Zameen Par'],1,https://imdb.com/name/nm2594301?ref_=tt_cl_t_1
Tisca Chopra,['Taare Zameen Par'],1,https://imdb.com/name/nm1538116?ref_=tt_cl_t_3
Vipin Sharma,['Taare Zameen Par'],1,https://imdb.com/name/nm1479650?ref_=tt_cl_t_4
Sachet Engineer,['Taare Zameen Par'],1,https://imdb.com/name/nm3222518?ref_=tt_cl_t_5
Tanay Chheda,['Taare Zameen Par'],1,https://imdb.com/name/nm2540053?ref_=tt_cl_t_6
Lalitha Lajmi,['Taare Zameen Par'],1,https://imdb.com/name/nm2896015?ref_=tt_cl_t_7
Girija Oak,['Taare Zameen Par'],1,https://imdb.com/name/nm2887354?ref_=tt_cl_t_8
Ravi Khanvilkar,['Taare Zameen Par'],1,https://imdb.com/name/nm1334512?ref_=tt_cl_t_9
Pratima Kulkarni,['Taare Zameen Par'],1,https://imdb.com/name/nm3220980?ref_=tt_cl_t_10
Bruno Ganz,['La chute'],1,https://imdb.com/name/nm0004486?ref_=tt_cl_t_1
Alexandra Maria Lara,"['La chute', 'Rush']",2,https://imdb.com/name/nm0487884?ref_=tt_cl_t_2
Ulrich Matthes,['La chute'],1,https://imdb.com/name/nm0559890?ref_=tt_cl_t_3
Juliane Köhler,['La chute'],1,https://imdb.com/name/nm0477810?ref_=tt_cl_t_4
Corinna Harfouch,['La chute'],1,https://imdb.com/name/nm0362896?ref_=tt_cl_t_5
Heino Ferch,['La chute'],1,https://imdb.com/name/nm0272224?ref_=tt_cl_t_6
Christian Berkel,['La chute'],1,https://imdb.com/name/nm0075321?ref_=tt_cl_t_7
Matthias Habich,['La chute'],1,https://imdb.com/name/nm0352278?ref_=tt_cl_t_8
Michael Mendl,['La chute'],1,https://imdb.com/name/nm0579159?ref_=tt_cl_t_10
Zendaya,['Spider-Man: No Way Home'],1,https://imdb.com/name/nm3918035?ref_=tt_cl_t_2
Jacob Batalon,['Spider-Man: No Way Home'],1,https://imdb.com/name/nm8188622?ref_=tt_cl_t_4
Jon Favreau,"['Spider-Man: No Way Home', 'Le loup de Wall Street']",2,https://imdb.com/name/nm0269463?ref_=tt_cl_t_5
Willem Dafoe,"['Spider-Man: No Way Home', 'Le Monde de Nemo', 'The Grand Budapest hotel', 'Platoon']",4,https://imdb.com/name/nm0000353?ref_=tt_cl_t_7
Benedict Wong,['Spider-Man: No Way Home'],1,https://imdb.com/name/nm0938950?ref_=tt_cl_t_9
Tony Revolori,['Spider-Man: No Way Home'],1,https://imdb.com/name/nm1727825?ref_=tt_cl_t_10
Gian Maria Volontè,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm0002231?ref_=tt_cl_t_3
Mara Krupp,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm0472756?ref_=tt_cl_t_4
Klaus Kinski,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm0001428?ref_=tt_cl_t_6
Luis Rodríguez,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm8621588?ref_=tt_cl_t_7
Benito Stefanelli,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm0824934?ref_=tt_cl_t_8
Panos Papadopulos,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm0660208?ref_=tt_cl_t_9
Aldo Sambrell,['...et pour quelques dollars de plus'],1,https://imdb.com/name/nm0759757?ref_=tt_cl_t_10
Katie Holmes,['Batman Begins'],1,https://imdb.com/name/nm0005017?ref_=tt_cl_t_5
Rutger Hauer,"['Batman Begins', 'Blade Runner']",2,https://imdb.com/name/nm0000442?ref_=tt_cl_t_9
Sakshi Tanwar,['Dangal'],1,https://imdb.com/name/nm2799219?ref_=tt_cl_t_2
Fatima Sana Shaikh,['Dangal'],1,https://imdb.com/name/nm0760778?ref_=tt_cl_t_3
Sanya Malhotra,['Dangal'],1,https://imdb.com/name/nm7621667?ref_=tt_cl_t_4
Aparshakti Khurana,['Dangal'],1,https://imdb.com/name/nm6269780?ref_=tt_cl_t_5
Zaira Wasim,['Dangal'],1,https://imdb.com/name/nm7621668?ref_=tt_cl_t_6
Suhani Bhatnagar,['Dangal'],1,https://imdb.com/name/nm7621669?ref_=tt_cl_t_7
Ritvik Sahore,['Dangal'],1,https://imdb.com/name/nm5057209?ref_=tt_cl_t_8
Girish Kulkarni,['Dangal'],1,https://imdb.com/name/nm2971390?ref_=tt_cl_t_9
Ravi Aneja,['Dangal'],1,https://imdb.com/name/nm8624891?ref_=tt_cl_t_10
Edna Purviance,['Le Kid'],1,https://imdb.com/name/nm0701012?ref_=tt_cl_t_2
Jackie Coogan,['Le Kid'],1,https://imdb.com/name/nm0001067?ref_=tt_cl_t_3
Carl Miller,['Le Kid'],1,https://imdb.com/name/nm0588033?ref_=tt_cl_t_4
Albert Austin,['Le Kid'],1,https://imdb.com/name/nm0042317?ref_=tt_cl_t_5
Beulah Bains,['Le Kid'],1,https://imdb.com/name/nm0047800?ref_=tt_cl_t_6
Nellie Bly Baker,['Le Kid'],1,https://imdb.com/name/nm0048798?ref_=tt_cl_t_7
Edward Biby,['Le Kid'],1,https://imdb.com/name/nm0080930?ref_=tt_cl_t_9
B.F. Blinn,['Le Kid'],1,https://imdb.com/name/nm0088471?ref_=tt_cl_t_10
Marilyn Monroe,"[""Certains l'aiment chaud"", 'Ève...']",2,https://imdb.com/name/nm0000054?ref_=tt_cl_t_1
Tony Curtis,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0000348?ref_=tt_cl_t_2
George Raft,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0706368?ref_=tt_cl_t_4
Pat O'Brien,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0002285?ref_=tt_cl_t_5
Joe E. Brown,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0113873?ref_=tt_cl_t_6
Nehemiah Persoff,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0675490?ref_=tt_cl_t_7
Billy Gray,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0336475?ref_=tt_cl_t_9
George E. Stone,"[""Certains l'aiment chaud""]",1,https://imdb.com/name/nm0831889?ref_=tt_cl_t_10
Olivia Colman,['The Father'],1,https://imdb.com/name/nm1469236?ref_=tt_cl_t_2
Mark Gatiss,['The Father'],1,https://imdb.com/name/nm0309693?ref_=tt_cl_t_3
Olivia Williams,"['The Father', 'Sixième sens']",2,https://imdb.com/name/nm0931404?ref_=tt_cl_t_4
Imogen Poots,['The Father'],1,https://imdb.com/name/nm1782299?ref_=tt_cl_t_5
Rufus Sewell,['The Father'],1,https://imdb.com/name/nm0001722?ref_=tt_cl_t_6
Ayesha Dharker,['The Father'],1,https://imdb.com/name/nm0223499?ref_=tt_cl_t_7
Roman Zeller,['The Father'],1,https://imdb.com/name/nm8174176?ref_=tt_cl_t_8
Adnan Kundi,['The Father'],1,https://imdb.com/name/nm8958189?ref_=tt_cl_t_9
Brian Rodger,['The Father'],1,https://imdb.com/name/nm12473278?ref_=tt_cl_t_10
Bette Davis,['Ève...'],1,https://imdb.com/name/nm0000012?ref_=tt_cl_t_1
Anne Baxter,['Ève...'],1,https://imdb.com/name/nm0000879?ref_=tt_cl_t_2
George Sanders,"['Ève...', 'Rebecca']",2,https://imdb.com/name/nm0001695?ref_=tt_cl_t_3
Celeste Holm,['Ève...'],1,https://imdb.com/name/nm0002141?ref_=tt_cl_t_4
Gary Merrill,['Ève...'],1,https://imdb.com/name/nm0581282?ref_=tt_cl_t_5
Hugh Marlowe,['Ève...'],1,https://imdb.com/name/nm0549280?ref_=tt_cl_t_6
Gregory Ratoff,['Ève...'],1,https://imdb.com/name/nm0711855?ref_=tt_cl_t_7
Barbara Bates,['Ève...'],1,https://imdb.com/name/nm0060845?ref_=tt_cl_t_8
Linda Cardellini,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm0004802?ref_=tt_cl_t_3
Sebastian Maniscalco,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm1724319?ref_=tt_cl_t_4
Dimiter D. Marinov,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm1221253?ref_=tt_cl_t_5
Mike Hatton,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm2273391?ref_=tt_cl_t_6
P.J. Byrne,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm0126260?ref_=tt_cl_t_7
Joe Cortese,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm0181288?ref_=tt_cl_t_8
Maggie Nixon,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm8337482?ref_=tt_cl_t_9
Von Lewis,['Green Book: Sur les routes du Sud'],1,https://imdb.com/name/nm4439921?ref_=tt_cl_t_10
Jonah Hill,"['Le loup de Wall Street', 'Dragons']",2,https://imdb.com/name/nm1706767?ref_=tt_cl_t_2
Margot Robbie,['Le loup de Wall Street'],1,https://imdb.com/name/nm3053338?ref_=tt_cl_t_3
Kyle Chandler,['Le loup de Wall Street'],1,https://imdb.com/name/nm0151419?ref_=tt_cl_t_5
Rob Reiner,['Le loup de Wall Street'],1,https://imdb.com/name/nm0001661?ref_=tt_cl_t_6
Jon Bernthal,"['Le loup de Wall Street', ""Le Mans '66""]",2,https://imdb.com/name/nm1256532?ref_=tt_cl_t_7
Jean Dujardin,['Le loup de Wall Street'],1,https://imdb.com/name/nm0241121?ref_=tt_cl_t_9
Joanna Lumley,['Le loup de Wall Street'],1,https://imdb.com/name/nm0525921?ref_=tt_cl_t_10
Spencer Tracy,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0000075?ref_=tt_cl_t_1
Burt Lancaster,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0000044?ref_=tt_cl_t_2
Richard Widmark,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0001847?ref_=tt_cl_t_3
Maximilian Schell,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0001703?ref_=tt_cl_t_5
Judy Garland,"['Jugement à Nuremberg', ""Le magicien d'Oz""]",2,https://imdb.com/name/nm0000023?ref_=tt_cl_t_6
Montgomery Clift,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0001050?ref_=tt_cl_t_7
William Shatner,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0000638?ref_=tt_cl_t_8
Werner Klemperer,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0459252?ref_=tt_cl_t_9
Kenneth MacKenna,['Jugement à Nuremberg'],1,https://imdb.com/name/nm0533247?ref_=tt_cl_t_10
Gene Hackman,['Impitoyable'],1,https://imdb.com/name/nm0000432?ref_=tt_cl_t_2
Jaimz Woolvett,['Impitoyable'],1,https://imdb.com/name/nm0941316?ref_=tt_cl_t_5
Saul Rubinek,['Impitoyable'],1,https://imdb.com/name/nm0007210?ref_=tt_cl_t_6
Frances Fisher,['Impitoyable'],1,https://imdb.com/name/nm0004920?ref_=tt_cl_t_7
Anna Thomson,['Impitoyable'],1,https://imdb.com/name/nm0505764?ref_=tt_cl_t_8
David Mucci,['Impitoyable'],1,https://imdb.com/name/nm0610820?ref_=tt_cl_t_9
Rob Campbell,['Impitoyable'],1,https://imdb.com/name/nm0132808?ref_=tt_cl_t_10
Akira Terao,['Ran'],1,https://imdb.com/name/nm0855417?ref_=tt_cl_t_2
Jinpachi Nezu,['Ran'],1,https://imdb.com/name/nm0628704?ref_=tt_cl_t_3
Daisuke Ryû,['Ran'],1,https://imdb.com/name/nm0753480?ref_=tt_cl_t_4
Mieko Harada,['Ran'],1,https://imdb.com/name/nm7014801?ref_=tt_cl_t_5
Yoshiko Miyazaki,['Ran'],1,https://imdb.com/name/nm0594523?ref_=tt_cl_t_6
Pîtâ,['Ran'],1,https://imdb.com/name/nm0676201?ref_=tt_cl_t_8
Masayuki Yui,['Ran'],1,https://imdb.com/name/nm0950784?ref_=tt_cl_t_9
Kazuo Katô,['Ran'],1,https://imdb.com/name/nm0441366?ref_=tt_cl_t_10
Sharon Stone,['Casino'],1,https://imdb.com/name/nm0000232?ref_=tt_cl_t_2
Alan King,['Casino'],1,https://imdb.com/name/nm0454418?ref_=tt_cl_t_6
L.Q. Jones,['Casino'],1,https://imdb.com/name/nm0428618?ref_=tt_cl_t_8
Dick Smothers,['Casino'],1,https://imdb.com/name/nm0810686?ref_=tt_cl_t_9
Ivana Baquero,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm1419440?ref_=tt_cl_t_1
Ariadna Gil,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0317725?ref_=tt_cl_t_2
Sergi López,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0530365?ref_=tt_cl_t_3
Maribel Verdú,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0893941?ref_=tt_cl_t_4
Doug Jones,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0427964?ref_=tt_cl_t_5
Álex Angulo,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0029962?ref_=tt_cl_t_6
Manolo Solo,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm1254805?ref_=tt_cl_t_7
César Vea,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0879895?ref_=tt_cl_t_8
Roger Casamajor,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm0142875?ref_=tt_cl_t_9
Ivan Massagué,['Le labyrinthe de Pan'],1,https://imdb.com/name/nm1293644?ref_=tt_cl_t_10
Daniel Day-Lewis,"['There Will Be Blood', 'Au nom du père']",2,https://imdb.com/name/nm0000358?ref_=tt_cl_t_1
Paul Dano,"['There Will Be Blood', 'Prisoners']",2,https://imdb.com/name/nm0200452?ref_=tt_cl_t_2
Ciarán Hinds,['There Will Be Blood'],1,https://imdb.com/name/nm0001354?ref_=tt_cl_t_3
Martin Stringer,['There Will Be Blood'],1,https://imdb.com/name/nm2872491?ref_=tt_cl_t_4
Matthew Braden Stringer,['There Will Be Blood'],1,https://imdb.com/name/nm2872058?ref_=tt_cl_t_5
Jacob Stringer,['There Will Be Blood'],1,https://imdb.com/name/nm2871845?ref_=tt_cl_t_6
Joseph Mussey,['There Will Be Blood'],1,https://imdb.com/name/nm2872133?ref_=tt_cl_t_7
Barry Del Sherman,['There Will Be Blood'],1,https://imdb.com/name/nm0215916?ref_=tt_cl_t_8
Harrison Taylor,['There Will Be Blood'],1,https://imdb.com/name/nm2871955?ref_=tt_cl_t_9
Stockton Taylor,['There Will Be Blood'],1,https://imdb.com/name/nm2871847?ref_=tt_cl_t_10
Haley Joel Osment,['Sixième sens'],1,https://imdb.com/name/nm0005286?ref_=tt_cl_t_2
Toni Collette,"['Sixième sens', 'Mary et Max.']",2,https://imdb.com/name/nm0001057?ref_=tt_cl_t_3
Trevor Morgan,['Sixième sens'],1,https://imdb.com/name/nm0605080?ref_=tt_cl_t_5
Donnie Wahlberg,['Sixième sens'],1,https://imdb.com/name/nm0005531?ref_=tt_cl_t_6
Peter Anthony Tambakis,['Sixième sens'],1,https://imdb.com/name/nm0848534?ref_=tt_cl_t_7
Jeffrey Zubernis,['Sixième sens'],1,https://imdb.com/name/nm1005688?ref_=tt_cl_t_8
Bruce Norris,['Sixième sens'],1,https://imdb.com/name/nm0635769?ref_=tt_cl_t_9
Glenn Fitzgerald,['Sixième sens'],1,https://imdb.com/name/nm0280245?ref_=tt_cl_t_10
Ed Harris,"[""Un homme d'exception"", 'The Truman Show']",2,https://imdb.com/name/nm0000438?ref_=tt_cl_t_2
Paul Bettany,"[""Un homme d'exception""]",1,https://imdb.com/name/nm0079273?ref_=tt_cl_t_5
Josh Lucas,"[""Un homme d'exception"", ""Le Mans '66""]",2,https://imdb.com/name/nm0524197?ref_=tt_cl_t_7
Anthony Rapp,"[""Un homme d'exception""]",1,https://imdb.com/name/nm0710829?ref_=tt_cl_t_8
Jason Gray-Stanford,"[""Un homme d'exception""]",1,https://imdb.com/name/nm0337020?ref_=tt_cl_t_9
Judd Hirsch,"[""Un homme d'exception""]",1,https://imdb.com/name/nm0002139?ref_=tt_cl_t_10
Laura Linney,['The Truman Show'],1,https://imdb.com/name/nm0001473?ref_=tt_cl_t_3
Noah Emmerich,['The Truman Show'],1,https://imdb.com/name/nm0001187?ref_=tt_cl_t_4
Natascha McElhone,['The Truman Show'],1,https://imdb.com/name/nm0001523?ref_=tt_cl_t_5
Holland Taylor,['The Truman Show'],1,https://imdb.com/name/nm0852466?ref_=tt_cl_t_6
Brian Delate,['The Truman Show'],1,https://imdb.com/name/nm0216507?ref_=tt_cl_t_7
Blair Slater,['The Truman Show'],1,https://imdb.com/name/nm1405242?ref_=tt_cl_t_8
Peter Krause,['The Truman Show'],1,https://imdb.com/name/nm0470244?ref_=tt_cl_t_9
Heidi Schanz,['The Truman Show'],1,https://imdb.com/name/nm0770039?ref_=tt_cl_t_10
Graham Chapman,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0001037?ref_=tt_cl_t_1
John Cleese,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0000092?ref_=tt_cl_t_2
Eric Idle,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0001385?ref_=tt_cl_t_3
Terry Gilliam,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0000416?ref_=tt_cl_t_4
Terry Jones,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0001402?ref_=tt_cl_t_5
Michael Palin,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0001589?ref_=tt_cl_t_6
Connie Booth,['Monty Python : Sacré Graal !'],1,https://imdb.com/name/nm0095665?ref_=tt_cl_t_7
Carol Cleveland,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0166470?ref_=tt_cl_t_8
Neil Innes,"['Monty Python : Sacré Graal !', 'Monty Python : La Vie de Brian']",2,https://imdb.com/name/nm0409183?ref_=tt_cl_t_9
Bee Duffell,['Monty Python : Sacré Graal !'],1,https://imdb.com/name/nm0240436?ref_=tt_cl_t_10
Eijirô Tôno,"['Le garde du corps', 'Voyage à Tokyo']",2,https://imdb.com/name/nm0867391?ref_=tt_cl_t_2
Yôko Tsukasa,['Le garde du corps'],1,https://imdb.com/name/nm0875362?ref_=tt_cl_t_4
Isuzu Yamada,['Le garde du corps'],1,https://imdb.com/name/nm0945222?ref_=tt_cl_t_5
Seizaburô Kawazu,['Le garde du corps'],1,https://imdb.com/name/nm0442951?ref_=tt_cl_t_7
Hiroshi Tachikawa,['Le garde du corps'],1,https://imdb.com/name/nm0846187?ref_=tt_cl_t_9
Yôsuke Natsuki,['Le garde du corps'],1,https://imdb.com/name/nm0622416?ref_=tt_cl_t_10
Michelle Yeoh,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm0000706?ref_=tt_cl_t_1
Stephanie Hsu,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm3513533?ref_=tt_cl_t_2
Ke Huy Quan,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm0702841?ref_=tt_cl_t_3
James Hong,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm0393222?ref_=tt_cl_t_4
Jamie Lee Curtis,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm0000130?ref_=tt_cl_t_5
Tallie Medel,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm3303059?ref_=tt_cl_t_6
Jenny Slate,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm2809577?ref_=tt_cl_t_7
Harry Shum Jr.,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm1484270?ref_=tt_cl_t_8
Randy Newman,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm0005271?ref_=tt_cl_t_9
Biff Wiff,['Everything Everywhere All at Once'],1,https://imdb.com/name/nm0927706?ref_=tt_cl_t_10
Walter Huston,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0404158?ref_=tt_cl_t_2
Tim Holt,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0392529?ref_=tt_cl_t_3
Bruce Bennett,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0071636?ref_=tt_cl_t_4
Barton MacLane,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0533692?ref_=tt_cl_t_5
Alfonso Bedoya,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0066166?ref_=tt_cl_t_6
Arturo Soto Rangel,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0815495?ref_=tt_cl_t_7
Manuel Dondé,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0232375?ref_=tt_cl_t_8
José Torvay,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0869064?ref_=tt_cl_t_9
Margarito Luna,['Le Trésor de la Sierra Madre'],1,https://imdb.com/name/nm0526058?ref_=tt_cl_t_10
Emily Mortimer,['Shutter Island'],1,https://imdb.com/name/nm0607865?ref_=tt_cl_t_2
Max von Sydow,"['Shutter Island', 'Le septième sceau', ""L'Exorciste""]",3,https://imdb.com/name/nm0001884?ref_=tt_cl_t_5
Michelle Williams,['Shutter Island'],1,https://imdb.com/name/nm0931329?ref_=tt_cl_t_6
Patricia Clarkson,['Shutter Island'],1,https://imdb.com/name/nm0165101?ref_=tt_cl_t_7
Jackie Earle Haley,['Shutter Island'],1,https://imdb.com/name/nm0355097?ref_=tt_cl_t_8
Ted Levine,['Shutter Island'],1,https://imdb.com/name/nm0505971?ref_=tt_cl_t_9
John Carroll Lynch,"['Shutter Island', 'Gran Torino']",2,https://imdb.com/name/nm0002253?ref_=tt_cl_t_10
Machiko Kyô,['Rashomon'],1,https://imdb.com/name/nm0477553?ref_=tt_cl_t_2
Masayuki Mori,['Rashomon'],1,https://imdb.com/name/nm0605270?ref_=tt_cl_t_3
Kichijirô Ueda,['Rashomon'],1,https://imdb.com/name/nm0879918?ref_=tt_cl_t_6
Noriko Honma,['Rashomon'],1,https://imdb.com/name/nm0393352?ref_=tt_cl_t_7
Sam Neill,['Jurassic Park'],1,https://imdb.com/name/nm0000554?ref_=tt_cl_t_1
Laura Dern,['Jurassic Park'],1,https://imdb.com/name/nm0000368?ref_=tt_cl_t_2
Jeff Goldblum,"['Jurassic Park', 'The Grand Budapest hotel']",2,https://imdb.com/name/nm0000156?ref_=tt_cl_t_3
Richard Attenborough,"['Jurassic Park', 'La Grande Évasion']",2,https://imdb.com/name/nm0000277?ref_=tt_cl_t_4
Bob Peck,['Jurassic Park'],1,https://imdb.com/name/nm0669629?ref_=tt_cl_t_5
Martin Ferrero,['Jurassic Park'],1,https://imdb.com/name/nm0274684?ref_=tt_cl_t_6
BD Wong,['Jurassic Park'],1,https://imdb.com/name/nm0000703?ref_=tt_cl_t_7
Joseph Mazzello,['Jurassic Park'],1,https://imdb.com/name/nm0001515?ref_=tt_cl_t_8
Ariana Richards,['Jurassic Park'],1,https://imdb.com/name/nm0000611?ref_=tt_cl_t_9
Steve McQueen,['La Grande Évasion'],1,https://imdb.com/name/nm0000537?ref_=tt_cl_t_1
James Garner,['La Grande Évasion'],1,https://imdb.com/name/nm0001258?ref_=tt_cl_t_2
