Title,Year,Url,Genre,Countries,Directors,Main Actors
The Grand Budapest hotel,2014,https://imdb.com/title/tt2278388/,Crime,"['United States', 'Germany']",['Wes Anderson'],"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton']"
Mr. Smith au sénat,1939,https://imdb.com/title/tt0031679/,Drama,['United States'],['Frank Capra'],"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'H.B. Warner', 'Harry Carey']"
Le salaire de la peur,1953,https://imdb.com/title/tt0046268/,Thriller,"['France', 'Italy']",['Henri-Georges Clouzot'],"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'William Tubbs', 'Darío Moreno', 'Jo Dest', 'Antonio Centa', 'Luis De Lima']"
Barry Lyndon,1975,https://imdb.com/title/tt0072684/,War,"['United Kingdom', 'United States']",['Stanley Kubrick'],"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger', 'Steven Berkoff', 'Gay Hamilton', 'Marie Kean', 'Diana Körner', 'Murray Melvin', 'Frank Middlemass']"
Sherlock Junior,1924,https://imdb.com/title/tt0015324/,Romance,['United States'],['Buster Keaton'],"['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly', 'Ward Crane', 'Jane Connelly', 'George Davis', 'Doris Deane', 'Christine Francis', 'Betsy Ann Hisle']"
Memories of Murder,2003,https://imdb.com/title/tt0353969/,Mystery,['South Korea'],['Bong Joon Ho'],"['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim', 'Jae-ho Song', 'Byun Hee-Bong', 'Seo-hie Ko', 'Tae-ho Ryu', 'No-shik Park', 'Park Hae-il', 'Mi-seon Jeon']"
La légende de Klaus,2019,https://imdb.com/title/tt4729430/,Comedy,"['Spain', 'United Kingdom']","['Sergio Pablos', 'Carlos Martínez López']","['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso', 'Neda Margrethe Labba', 'Sergio Pablos', 'Norm MacDonald', 'Joan Cusack', 'Evan Agos', 'Sky Alexis']"
Tu ne tueras point,2016,https://imdb.com/title/tt2119532/,History,"['Australia', 'United States']",['Mel Gibson'],"['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer', 'Richard Pyros', 'Jacob Warner', 'Milo Gibson', 'Darcy Bryce', 'Roman Guerriero', 'James Lugton']"
Room,2015,https://imdb.com/title/tt3170832/,Thriller,"['Ireland', 'Canada', 'United Kingdom', 'United States']",['Lenny Abrahamson'],"['Brie Larson', 'Jacob Tremblay', 'Sean Bridgers', 'Wendy Crewson', 'Sandy McMaster', 'Matt Gordon', 'Amanda Brugel', 'Joe Pingue', 'Joan Allen', 'Zarrin Darnell-Martin']"
Le septième sceau,1957,https://imdb.com/title/tt0050976/,Fantasy,['Sweden'],['Ingmar Bergman'],"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe', 'Bibi Andersson', 'Inga Gill', 'Maud Hansson', 'Inga Landgré', 'Gunnel Lindblom', 'Bertil Anderberg']"
Les Nouveaux Sauvages,2014,https://imdb.com/title/tt3011894/,Thriller,"['Argentina', 'Spain', 'France', 'United Kingdom']",['Damián Szifron'],"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta', 'Marcelo Frasca', 'Lucila Mangone', 'María Laura Caccamo', 'Carlos Alberto Vavassori', 'Pablo Machado', 'Horacio Vay']"
The Big Lebowski,1998,https://imdb.com/title/tt0118715/,Crime,"['United States', 'United Kingdom']","['Joel Coen', 'Ethan Coen']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare']"
Mad Max: Fury Road,2015,https://imdb.com/title/tt1392190/,Sci-Fi,"['Australia', 'United States']",['George Miller'],"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zoë Kravitz', 'Hugh Keays-Byrne', 'Josh Helman', 'Nathan Jones', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Abbey Lee']"
Dragons,2010,https://imdb.com/title/tt0892769/,Adventure,['United States'],"['Dean De', 'Blois', 'Chris Sanders']","['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'T.J. Miller', 'Kristen Wiig', 'Robin Atkin Downes', 'Philip McGrade']"
Mary et Max.,2009,https://imdb.com/title/tt0978762/,Drama,['Australia'],['Adam Elliot'],"['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries', 'Christopher Massey', 'Oliver Marks', 'Daisy Kocher', 'Daniel Marks', 'Hamish Hughes', 'Dan Doherty']"
Monstres & Cie,2001,https://imdb.com/title/tt0198781/,Comedy,['United States'],"['Pete Docter', 'David Silverman', 'Lee Unkrich']","['Billy Crystal', 'John Goodman', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Daniel Gerson']"
Les Dents de la mer,1975,https://imdb.com/title/tt0073195/,Thriller,['United States'],['Steven Spielberg'],"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary', 'Murray Hamilton', 'Carl Gottlieb', 'Jeffrey Kramer', 'Susan Backlinie', 'Jonathan Filley', 'Ted Grossman']"
La passion de Jeanne d'Arc,1928,https://imdb.com/title/tt0019254/,History,['France'],['Carl Theodor Dreyer'],"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna']"
Le Cercle des poètes disparus,1989,https://imdb.com/title/tt0097165/,Drama,['United States'],['Peter Weir'],"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith']"
Hôtel Rwanda,2004,https://imdb.com/title/tt0395169/,History,"['United Kingdom', 'South Africa', 'Italy', 'United States']",['Terry George'],"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali', 'Desmond Dube', 'Hakeem Kae-Kazim', 'Tony Kgoroge', 'Rosie Motene', 'Neil McCarthy', ""Mabutho 'Kid' Sithole""]"
Voyage à Tokyo,1953,https://imdb.com/title/tt0046438/,Drama,['Japan'],['Yasujirô Ozu'],"['Chishû Ryû', 'Chieko Higashiyama', 'Sô Yamamura', 'Setsuko Hara', 'Haruko Sugimura', 'Kuniko Miyake', 'Kyôko Kagawa', 'Eijirô Tôno', 'Nobuo Nakamura', 'Shirô Ôsaka']"
La complainte du sentier,1955,https://imdb.com/title/tt0048473/,Drama,['India'],['Satyajit Ray'],"['Kanu Bannerjee', 'Karuna Bannerjee', 'Subir Banerjee', 'Chunibala Devi', 'Uma Das Gupta', 'Runki Banerjee', 'Reba Devi', 'Aparna Devi', 'Tulsi Chakraborty', 'Haren Banerjee']"
Rocky,1976,https://imdb.com/title/tt0075148/,Sport,['United States'],['John G Avildsen'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani']"
Platoon,1986,https://imdb.com/title/tt0091763/,War,"['United States', 'United Kingdom']",['Oliver Stone'],"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David', 'Forest Whitaker', 'Francesco Quinn', 'Kevin Dillon', 'John C. McGinley', 'Reggie Johnson', 'Mark Moses']"
Le Mans '66,2019,https://imdb.com/title/tt1950186/,Drama,['United States'],['James Mangold'],"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild']"
Stand by Me : Compte sur moi,1986,https://imdb.com/title/tt0092005/,Drama,['United States'],['Rob Reiner'],"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver Lipsett', 'Marshall Bell']"
Terminator,1984,https://imdb.com/title/tt0088247/,Sci-Fi,"['United Kingdom', 'United States']",['James Cameron'],"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Paul Winfield', 'Lance Henriksen', 'Rick Rossovich', 'Bess Motta', 'Earl Boen', 'Dick Miller', 'Shawn Schepps']"
Spotlight,2015,https://imdb.com/title/tt1895587/,Drama,['United States'],['Tom McCarthy'],"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery', ""Brian d'Arcy James"", 'Stanley Tucci', 'Elena Wohl', 'Gene Amoroso', 'Doug Murray']"
Rush,2013,https://imdb.com/title/tt1979320/,Drama,"['United Kingdom', 'United States']",['Ron Howard'],"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie']"
Network - Main basse sur la TV,1976,https://imdb.com/title/tt0074958/,Drama,['United States'],['Sidney Lumet'],"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall', 'Wesley Addy', 'Ned Beatty', 'Arthur Burghardt', 'Bill Burrows', 'John Carpenter', 'Jordan Charney']"
Into the Wild,2007,https://imdb.com/title/tt0758758/,Drama,['United States'],['Sean Penn'],"['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener', 'Marcia Gay Harden', 'William Hurt', 'Jena Malone', 'Brian H. Dierker', 'Kristen Stewart', 'Hal Holbrook', 'Jim Gallien']"
Logan,2017,https://imdb.com/title/tt3315342/,Sci-Fi,['United States'],['James Mangold'],"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook', 'Stephen Merchant', 'Elizabeth Rodriguez', 'Richard E. Grant', 'Eriq La Salle', 'Elise Neal', 'Quincy Fouse']"
Le magicien d'Oz,1939,https://imdb.com/title/tt0032138/,Fantasy,['United States'],"['Victor Fleming', 'George Cukor', 'Mervyn Le', 'Roy']","['Judy Garland', 'Frank Morgan', 'Ray Bolger', 'Bert Lahr', 'Jack Haley', 'Billie Burke', 'Margaret Hamilton', 'Charley Grapewin', 'Pat Walshe', 'Clara Blandick']"
Ratatouille,2007,https://imdb.com/title/tt0382932/,Comedy,['United States'],"['Brad Bird', 'Jan Pinkava']","['Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan']"
Un jour sans fin,1993,https://imdb.com/title/tt0107048/,Fantasy,['United States'],['Harold Ramis'],"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky', 'Brian Doyle-Murray', 'Marita Geraghty', 'Angela Paton', 'Rick Ducommun', 'Rick Overton', 'Robin Duke']"
Before Sunset,2004,https://imdb.com/title/tt0381681/,Romance,"['United States', 'France']",['Richard Linklater'],"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès', 'Rodolphe Pauly', 'Mariane Plasteig', 'Diabolo', 'Denis Evrard', 'Albert Delpy', 'Marie Pillet']"
L'Exorciste,1973,https://imdb.com/title/tt0070047/,Horror,['United States'],['William Friedkin'],"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb', 'Kitty Winn', 'Jack MacGowran', 'Jason Miller', ""William O'Malley"", 'Barton Heyman', 'Peter Masterson']"
Les Plus Belles Années de notre vie,1946,https://imdb.com/title/tt0036868/,War,['United States'],['William Wyler'],"['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright', 'Virginia Mayo', ""Cathy O'Donnell"", 'Hoagy Carmichael', 'Harold Russell', 'Gladys George', 'Roman Bohnen']"
Les Indestructibles,2004,https://imdb.com/title/tt0317705/,Adventure,['United States'],['Brad Bird'],"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter', 'Jason Lee', 'Dominique Louis', 'Teddy Newton', 'Jean Sincere', 'Eli Fucile', 'Maeve Andrews', 'Wallace Shawn']"
Jeux dangereux,1942,https://imdb.com/title/tt0035446/,War,['United States'],['Ernst Lubitsch'],"['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart', 'Lionel Atwill', 'Stanley Ridges', 'Sig Ruman', 'Tom Dugan', 'Charles Halton', 'George Lynn']"
Rebecca,1940,https://imdb.com/title/tt0032976/,Mystery,['United States'],['Alfred Hitchcock'],"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce', 'Reginald Denny', 'C. Aubrey Smith', 'Gladys Cooper', 'Florence Bates', 'Melville Cooper']"
Les raisins de la colère,1940,https://imdb.com/title/tt0032551/,Drama,['United States'],['John Ford'],"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury']"
La bataille d'Alger,1966,https://imdb.com/title/tt0058946/,War,"['Italy', 'Algeria']",['Gillo Pontecorvo'],"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Samia Kerbash', 'Ugo Paletti', 'Fusia El Kader', 'Mohamed Ben Kassen', 'Franco Moruzzi', 'Tommaso Neri', 'Rouïched']"
Hatchi,2009,https://imdb.com/title/tt1028532/,Family,"['United Kingdom', 'United States']",['Lasse Hallström'],"['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer', 'Jason Alexander', 'Erick Avari', 'Davenia McFadden', 'Robbie Sublett', 'Kevin DeCoste', 'Rob Degnan']"
Luke la main froide,1967,https://imdb.com/title/tt0061512/,Drama,['United States'],['Stuart Rosenberg'],"['Paul Newman', 'George Kennedy', 'Strother Martin', 'J.D. Cannon', 'Lou Antonio', 'Robert Drivas', 'Jo Van Fleet', 'Clifton James', 'Morgan Woodward', 'Luke Askew']"
Amours chiennes,2000,https://imdb.com/title/tt0245712/,Thriller,['Mexico'],['Alejandro G Iñárritu'],"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo', 'Álvaro Guerrero', 'Vanessa Bauche', 'Jorge Salinas', 'Marco Pérez', 'Rodrigo Murray', 'Humberto Busto', 'Gerardo Campbell']"
Pirates des Caraïbes : La malédiction du Black Pearl,2003,https://imdb.com/title/tt0325980/,Fantasy,['United States'],['Gore Verbinski'],"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New']"
La Haine,1995,https://imdb.com/title/tt0113247/,Drama,"['France', 'United States']",['Mathieu Kassovitz'],"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili', 'Solo', 'Joseph Momo', 'Héloïse Rauth', 'Rywka Wajsbrot', 'Olga Abrego', 'Laurent Labasse']"
Les Quatre Cents Coups,1959,https://imdb.com/title/tt0053198/,Drama,['France'],['François Truffaut'],"['Jean-Pierre Léaud', 'Albert Rémy', 'Claire Maurier', 'Guy Decomble', 'Georges Flamant', 'Patrick Auffay', 'Daniel Couturier', 'François Nocher', 'Richard Kanayan', 'Renaud Fontanarosa']"
Persona,1966,https://imdb.com/title/tt0060827/,Thriller,['Sweden'],['Ingmar Bergman'],"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand', 'Jörgen Lindström']"
Mon père et mon fils,2005,https://imdb.com/title/tt0476735/,Family,['Turkey'],['Cagan Irmak'],"['Çetin Tekindor', 'Fikret Kuskan', 'Hümeyra', 'Ege Tanman', 'Serif Sezer', 'Yetkin Dikinciler', 'Binnur Kaya', 'Mahmut Gökgöz', 'Nergis Çorakçi', 'Bilge Sen']"
Monty Python : La Vie de Brian,1979,https://imdb.com/title/tt0079470/,Comedy,['United Kingdom'],['Terry Jones'],"['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Terence Bayler', 'Carol Cleveland', 'Kenneth Colley', 'Neil Innes']"
New York - Miami,1934,https://imdb.com/title/tt0025316/,Romance,['United States'],['Frank Capra'],"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns', 'Jameson Thomas', 'Alan Hale', 'Arthur Hoyt', 'Blanche Friderici', 'Charles C. Wilson', 'Ernie Adams']"
La mélodie du bonheur,1965,https://imdb.com/title/tt0059742/,Family,['United States'],['Robert Wise'],"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn', 'Peggy Wood', 'Charmian Carr', 'Heather Menzies-Urich', 'Nicholas Hammond', 'Duane Chase', 'Angela Cartwright']"
Dersou Ouzala,1975,https://imdb.com/title/tt0071411/,Drama,"['Soviet Union', 'Japan']",['Akira Kurosawa'],"['Maksim Munzuk', 'Yuriy Solomin', 'Mikhail Bychkov', 'Vladimir Khrulyov', 'V. Lastochkin', 'Stanislav Marin', 'Igor Sykhra', 'Vladimir Sergiyakov', 'Yanis Yakobsons', 'Vladimir Khlestov']"
Mademoiselle,2016,https://imdb.com/title/tt4016934/,Thriller,['South Korea'],['Park Chan-wook'],"['Kim Min-hee', 'Ha Jung-woo', 'Cho Jin-woong', 'Moon So-ri', 'Kim Tae-ri', 'Yong-nyeo Lee', 'Min-chae Yoo', 'Dong-hwi Lee', 'Kim Hae-sook', 'Kyu-jung Lee']"
Jai Bhim,2021,https://imdb.com/title/tt15097216/,Mystery,['India'],['TJ Gnanavel'],"['Suriya', 'Lijo Mol Jose', 'Manikandan K.', 'Rajisha Vijayan', 'Prakash Raj', 'Rao Ramesh', 'Guru Somasundaram', 'M.S. Bhaskar', 'V. Jayaprakash', 'Sibi Thomas']"
Aladdin,1992,https://imdb.com/title/tt0103639/,Comedy,['United States'],"['Ron Clements', 'John Musker']","['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Frank Welker', 'Gilbert Gottfried', 'Douglas Seale', 'Charlie Adler', 'Jack Angel', 'Corey Burton']"
Gandhi,1982,https://imdb.com/title/tt0083987/,Drama,"['United Kingdom', 'India', 'United States', 'South Africa']",['Richard Attenborough'],"['Ben Kingsley', 'John Gielgud', 'Rohini Hattangadi', 'Roshan Seth', 'Candice Bergen', 'Edward Fox', 'Trevor Howard', 'John Mills', 'Martin Sheen', 'Ian Charleson']"
La couleur des sentiments,2011,https://imdb.com/title/tt1454029/,Drama,"['United States', 'India']",['Tate Taylor'],"['Emma Stone', 'Viola Davis', 'Octavia Spencer', 'Bryce Dallas Howard', 'Jessica Chastain', ""Ahna O'Reilly"", 'Allison Janney', 'Anna Camp', 'Eleanor Henry', 'Emma Henry']"
La Belle et la Bête,1991,https://imdb.com/title/tt0101414/,Fantasy,['United States'],"['Gary Trousdale', 'Kirk Wise']","[""Paige O'Hara"", 'Robby Benson', 'Jesse Corti', 'Rex Everhart', 'Angela Lansbury', 'Jerry Orbach', 'Bradley Pierce', 'David Ogden Stiers', 'Richard White', 'Jo Anne Worley']"
